cohort,skill_id,skill_name,skill_md_path,trigger_hits,constraint_hits,error_hits,io_hits,sequence_hits,example_hits,heading_count,ordered_list_count,bullet_list_count,code_fence_count,placeholder_count,spec_form_auto,trigger_score,constraint_score,step_score,error_score,io_score,example_score,structuredness_score
random,robonet-tech-skills-skills-improve-trading-strategies-skill-md,improve-trading-strategies,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/robonet-tech-skills-skills-improve-trading-strategies-skill-md/content/SKILL.md,8,9,2,30,13,1,32,45,147,21,0,mixed,20,20,15,15,15,15,100
random,robotti-io-copilot-security-instructions-github-skills-markdown-customizations-skill-md,markdown-customizations,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/robotti-io-copilot-security-instructions-github-skills-markdown-customizations-skill-md/content/SKILL.md,3,0,0,0,0,6,11,5,15,3,0,structured_template,20,0,15,0,0,15,50
random,rodribm10-chatwoot-develop-skills-researching-codebase-skill-md,researching-codebase,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rodribm10-chatwoot-develop-skills-researching-codebase-skill-md/content/SKILL.md,1,4,0,1,2,1,19,3,43,1,6,structured_template,10,20,15,0,15,8,68
random,rohitg00-kubectl-mcp-server-kubernetes-skills-claude-k8s-security-skill-md,k8s-security,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rohitg00-kubectl-mcp-server-kubernetes-skills-claude-k8s-security-skill-md/content/SKILL.md,1,2,0,0,2,1,24,8,11,13,0,mixed,10,20,15,0,0,15,60
random,rom-orlovich-agents-system-claude-code-agent-claude-skills-skill-generator-skill-md,skill-generator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rom-orlovich-agents-system-claude-code-agent-claude-skills-skill-generator-skill-md/content/SKILL.md,2,0,0,2,1,10,6,6,20,2,1,structured_template,20,0,15,0,15,15,65
random,rshankras-claude-code-apple-skills-skills-generators-onboarding-generator-skill-md,onboarding-generator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rshankras-claude-code-apple-skills-skills-generators-onboarding-generator-skill-md/content/SKILL.md,2,0,1,2,10,0,17,15,24,8,0,mixed,20,0,15,8,15,15,73
random,rsicarelli-fakt-claude-skills-interface-analyzer-skill-md,interface-analyzer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rsicarelli-fakt-claude-skills-interface-analyzer-skill-md/content/SKILL.md,1,0,0,24,6,5,38,38,101,34,55,mixed,10,0,15,0,15,15,55
random,rsicarelli-fakt-claude-skills-skill-creator-skill-md,skill-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rsicarelli-fakt-claude-skills-skill-creator-skill-md/content/SKILL.md,6,3,2,10,10,5,49,28,64,24,24,mixed,20,20,15,15,15,15,100
random,rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md,rsyslog-test,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md/content/SKILL.md,0,4,1,2,2,0,12,7,20,5,0,structured_template,0,20,15,8,15,15,73
random,ruan-cat-monorepo-claude-code-marketplace-common-tools-skills-git-commit-skill-md,git-commit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ruan-cat-monorepo-claude-code-marketplace-common-tools-skills-git-commit-skill-md/content/SKILL.md,0,0,0,0,0,0,6,8,38,0,0,structured_template,0,0,15,0,0,0,15
random,rube-de-cc-skills-plugins-plugin-dev-skills-plugin-dev-skill-md,plugin-dev,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rube-de-cc-skills-plugins-plugin-dev-skills-plugin-dev-skill-md/content/SKILL.md,1,1,0,3,1,0,7,4,8,3,0,mixed,10,10,15,0,15,15,65
random,ruska-ai-orchestra-claude-skills-test-frontend-skill-md,test-frontend,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ruska-ai-orchestra-claude-skills-test-frontend-skill-md/content/SKILL.md,1,0,1,1,1,5,10,5,11,0,0,structured_template,10,0,15,8,8,15,56
random,ruvnet-wifi-densepose-claude-skills-pair-programming-skill-md,pair-programming,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ruvnet-wifi-densepose-claude-skills-pair-programming-skill-md/content/SKILL.md,1,3,4,5,9,11,129,27,84,58,1,mixed,10,20,15,15,15,15,90
random,ruvnet-wifi-densepose-claude-skills-v3-performance-optimization-skill-md,v3-performance-optimization,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ruvnet-wifi-densepose-claude-skills-v3-performance-optimization-skill-md/content/SKILL.md,0,0,0,12,0,1,31,0,14,14,0,mixed,0,0,0,0,15,15,30
random,ryan-alexander-zhang-persimmon-codex-skills-adapter-scheduler-job-generator-skill-md,adapter-scheduler-job-generator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ryan-alexander-zhang-persimmon-codex-skills-adapter-scheduler-job-generator-skill-md/content/SKILL.md,0,0,1,3,0,0,8,0,14,0,3,structured_template,0,0,0,8,15,0,23
random,sabinows-dojoagentes-agent-skills-marp-slides-creator-skill-md,criador-de-slides-marp,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sabinows-dojoagentes-agent-skills-marp-slides-creator-skill-md/content/SKILL.md,0,0,0,1,0,0,16,4,16,6,0,mixed,0,0,15,0,8,15,38
random,sabyunrepo-iaas-claude-skills-hook-creator-skill-md,hook-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sabyunrepo-iaas-claude-skills-hook-creator-skill-md/content/SKILL.md,0,0,0,1,0,1,6,5,7,0,0,structured_template,0,0,15,0,8,8,31
random,sachacoldiq-coldiq-s-gtm-skills-master-skills-cold-email-skill-md,cold-email,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sachacoldiq-coldiq-s-gtm-skills-master-skills-cold-email-skill-md/content/SKILL.md,1,3,7,1,16,8,14,15,27,1,29,structured_template,10,20,15,15,15,15,90
random,saifaldin14-espada-auto-skills-discord-skill-md,discord,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/saifaldin14-espada-auto-skills-discord-skill-md/content/SKILL.md,1,8,0,4,0,1,34,0,51,38,0,mixed,10,20,0,0,15,15,60
random,saleor-configurator-claude-skills-analyzing-test-coverage-skill-md,analyzing-test-coverage,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/saleor-configurator-claude-skills-analyzing-test-coverage-skill-md/content/SKILL.md,2,1,0,5,1,3,22,3,37,2,3,structured_template,20,10,15,0,15,15,75
random,salesforcecommercecloud-b2c-developer-tooling-skills-b2c-cli-skills-b2c-scapi-custom-skill-md,b2c-scapi-custom,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/salesforcecommercecloud-b2c-developer-tooling-skills-b2c-cli-skills-b2c-scapi-custom-skill-md/content/SKILL.md,0,0,0,3,0,1,22,0,6,5,0,structured_template,0,0,0,0,15,15,30
random,salvarecuero-tap-cat-claude-skills-add-buyable-item-skill-md,add-buyable-item,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/salvarecuero-tap-cat-claude-skills-add-buyable-item-skill-md/content/SKILL.md,2,2,2,16,1,5,3,8,69,1,0,structured_template,20,20,15,15,15,15,100
random,samarv-shanon-claude-skills-crossing-the-chasm-beachhead-strategy-skill-md,crossing-the-chasm-beachhead-strategy,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/samarv-shanon-claude-skills-crossing-the-chasm-beachhead-strategy-skill-md/content/SKILL.md,0,2,0,0,2,4,7,4,18,0,0,structured_template,0,20,15,0,0,15,50
random,samarv-shanon-claude-skills-leadership-recruitment-lieutenant-strategy-skill-md,leadership-recruitment-lieutenant-strategy,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/samarv-shanon-claude-skills-leadership-recruitment-lieutenant-strategy-skill-md/content/SKILL.md,0,3,0,0,3,3,8,0,26,0,0,structured_template,0,20,15,0,0,15,50
random,samhvw8-dot-claude-skills-research-skill-md,research,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/samhvw8-dot-claude-skills-research-skill-md/content/SKILL.md,1,2,1,2,4,2,32,10,47,1,0,mixed,10,20,15,8,15,15,83
random,samuelross99-designforge-claude-skills-competitor-alternatives-skill-md,competitor-alternatives,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/samuelross99-designforge-claude-skills-competitor-alternatives-skill-md/content/SKILL.md,1,5,0,12,5,3,79,59,172,16,8,mixed,10,20,15,0,15,15,75
random,samuelross99-designforge-claude-skills-copy-editing-skill-md,copy-editing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/samuelross99-designforge-claude-skills-copy-editing-skill-md/content/SKILL.md,3,8,0,6,11,2,37,39,141,0,0,structured_template,20,20,15,0,15,15,85
random,sangrokjung-claude-code-config-public-commands-generate-image-skill-md,generate-image,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sangrokjung-claude-code-config-public-commands-generate-image-skill-md/content/SKILL.md,0,0,1,4,0,2,17,12,17,6,0,mixed,0,0,15,8,15,15,53
random,schmug-claudzibit-skills-codex-skill-md,codex,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/schmug-claudzibit-skills-codex-skill-md/content/SKILL.md,1,4,0,3,6,0,8,0,6,2,2,structured_template,10,20,15,0,15,15,75
random,schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md,feature-plan,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md/content/SKILL.md,1,3,1,2,13,0,22,4,35,5,3,structured_template,10,20,15,8,15,15,83
random,secondsky-claude-skills-plugins-google-gemini-file-search-skills-google-gemini-file-search-skill-md,google-gemini-file-search,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/secondsky-claude-skills-plugins-google-gemini-file-search-skills-google-gemini-file-search-skill-md/content/SKILL.md,1,12,4,2,3,3,26,20,32,9,0,mixed,10,20,15,15,15,15,90
random,secondsky-claude-skills-plugins-hono-routing-skills-hono-routing-skill-md,hono-routing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/secondsky-claude-skills-plugins-hono-routing-skills-hono-routing-skill-md/content/SKILL.md,0,14,1,16,14,15,33,10,70,13,0,mixed,0,20,15,8,15,15,73
random,secondsky-claude-skills-plugins-nuxt-v4-skills-nuxt-production-skill-md,nuxt-production,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/secondsky-claude-skills-plugins-nuxt-v4-skills-nuxt-production-skill-md/content/SKILL.md,1,0,4,5,5,4,46,0,36,34,0,mixed,10,0,15,15,15,15,70
random,sekka-dotfiles-home-claude-skills-reviewing-prs-skill-md,reviewing-prs,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sekka-dotfiles-home-claude-skills-reviewing-prs-skill-md/content/SKILL.md,0,0,0,0,4,2,10,0,9,10,0,mixed,0,0,15,0,0,15,30
random,seoulmomenttech-seoul-moment-fe-gemini-skills-commit-helper-skill-md,commit-helper,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/seoulmomenttech-seoul-moment-fe-gemini-skills-commit-helper-skill-md/content/SKILL.md,0,0,0,0,0,0,6,4,9,2,0,structured_template,0,0,15,0,0,15,30
random,sergio-bershadsky-ai-plugins-secondbrain-skills-secondbrain-entity-skill-md,secondbrain-entity,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sergio-bershadsky-ai-plugins-secondbrain-skills-secondbrain-entity-skill-md/content/SKILL.md,1,0,0,13,14,1,28,15,12,11,4,mixed,10,0,15,0,15,15,55
random,sgcarstrends-sgcarstrends-apps-web-claude-skills-cache-components-skill-md,cache-components,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sgcarstrends-sgcarstrends-apps-web-claude-skills-cache-components-skill-md/content/SKILL.md,2,4,0,6,9,0,20,5,66,7,2,mixed,20,20,15,0,15,15,85
random,shabaraba-shabaraba-cc-plugins-packages-dev-org-skills-self-directed-debugging-skill-md,self-directed-debugging,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shabaraba-shabaraba-cc-plugins-packages-dev-org-skills-self-directed-debugging-skill-md/content/SKILL.md,2,3,0,2,15,2,47,16,101,13,0,mixed,20,20,15,0,15,15,85
random,shakefu-contextium-claude-skills-skill-improver-skill-md,skill-improver,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shakefu-contextium-claude-skills-skill-improver-skill-md/content/SKILL.md,0,3,0,1,5,0,16,15,16,3,0,structured_template,0,20,15,0,8,15,58
random,sharks820-veilbreakers3d-claude-skills-unity-editor-control-skill-md,unity-editor-control,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sharks820-veilbreakers3d-claude-skills-unity-editor-control-skill-md/content/SKILL.md,2,0,0,5,1,1,11,9,19,4,0,structured_template,20,0,15,0,15,15,65
random,shaul1991-shaul-agents-plugin-skills-ux-ui-flow-skill-md,ux-ui-flow,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shaul1991-shaul-agents-plugin-skills-ux-ui-flow-skill-md/content/SKILL.md,0,0,0,0,0,0,5,0,5,0,0,natural_language,0,0,0,0,0,0,0
random,shayashida-truthweave-codex-skills-truthweave-build-assets-skill-md,truthweave-build-assets,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shayashida-truthweave-codex-skills-truthweave-build-assets-skill-md/content/SKILL.md,0,2,2,4,3,0,4,0,15,0,0,structured_template,0,20,15,15,15,0,65
random,sheng-jie-maf-agentskills-samples-maf-agentskills-consoledemo-maf-skills-code-review-skill-md,code-review,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sheng-jie-maf-agentskills-samples-maf-agentskills-consoledemo-maf-skills-code-review-skill-md/content/SKILL.md,2,1,0,2,0,0,17,11,16,1,0,structured_template,20,10,15,0,15,8,68
random,shetiejun-basekit-trae-skills-koin-guide-skill-md,koin-guide,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shetiejun-basekit-trae-skills-koin-guide-skill-md/content/SKILL.md,0,0,0,2,1,0,16,0,10,13,0,mixed,0,0,8,0,15,15,38
random,shreed27-dain-cloddsbot-main-src-skills-bundled-clanker-skill-md,clanker,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shreed27-dain-cloddsbot-main-src-skills-bundled-clanker-skill-md/content/SKILL.md,0,0,0,0,1,1,16,5,8,9,0,mixed,0,0,15,0,0,15,30
random,shunsukehayashi-miyabi-claude-plugins-miyabi-full-skills-voicevox-skill-md,voicevox-narration-system,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shunsukehayashi-miyabi-claude-plugins-miyabi-full-skills-voicevox-skill-md/content/SKILL.md,2,0,0,23,4,1,47,11,34,23,0,mixed,20,0,15,0,15,15,65
random,shynlee04-idumb-plugin-claude-skills-opencode-plugin-compliance-skill-md,opencode-plugin-compliance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/shynlee04-idumb-plugin-claude-skills-opencode-plugin-compliance-skill-md/content/SKILL.md,1,5,0,63,1,0,28,6,27,15,3,mixed,10,20,15,0,15,15,75
random,sickn33-antigravity-awesome-skills-skills-anti-reversing-techniques-skill-md,anti-reversing-techniques,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sickn33-antigravity-awesome-skills-skills-anti-reversing-techniques-skill-md/content/SKILL.md,3,3,0,0,0,2,5,4,10,0,0,structured_template,20,20,15,0,0,15,70
random,sidetoolco-org-charts-skills-agents-languages-python-pro-skill-md,python-pro,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sidetoolco-org-charts-skills-agents-languages-python-pro-skill-md/content/SKILL.md,0,0,0,1,1,1,4,5,12,0,0,structured_template,0,0,15,0,8,8,31
random,silentbalanceyh-r2mo-lain-docs-skills-r2mo-ui-pageform-skill-md,r2mo-ui-pageform,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/silentbalanceyh-r2mo-lain-docs-skills-r2mo-ui-pageform-skill-md/content/SKILL.md,0,9,0,15,2,2,14,8,10,0,0,structured_template,0,20,15,0,15,15,65
random,simhacker-moollm-skills-logistic-container-skill-md,logistic-container,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/simhacker-moollm-skills-logistic-container-skill-md/content/SKILL.md,0,0,0,4,0,1,24,4,16,14,0,mixed,0,0,15,0,15,15,45
random,simhacker-moollm-skills-postal-skill-md,postal,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/simhacker-moollm-skills-postal-skill-md/content/SKILL.md,0,5,0,0,4,2,87,12,31,27,0,mixed,0,20,15,0,0,15,50
random,simonheimlicher-spx-claude-plugins-core-skills-committing-changes-skill-md,committing-changes,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/simonheimlicher-spx-claude-plugins-core-skills-committing-changes-skill-md/content/SKILL.md,2,10,0,4,9,4,20,16,45,15,3,mixed,20,20,15,0,15,15,85
random,sk7zzz-opencode-config-skills-project-overview-skill-md,project-overview,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sk7zzz-opencode-config-skills-project-overview-skill-md/content/SKILL.md,0,2,0,0,0,0,0,0,6,0,0,natural_language,0,20,0,0,0,0,20
random,skillrecordings-support-claude-skills-tdd-red-green-refactor-skill-md,tdd-red-green-refactor,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/skillrecordings-support-claude-skills-tdd-red-green-refactor-skill-md/content/SKILL.md,0,4,0,0,5,0,13,6,13,3,0,structured_template,0,20,15,0,0,15,50
random,skywalkerdarren-llm-agent-bbs-skill-md,llm-agent-bbs,,0,0,0,0,0,0,0,0,0,0,0,natural_language,0,0,0,0,0,0,0
random,slavochek2-claritypledge-claude-commands-awesome-pdf-skill-md,awesomepdf,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/slavochek2-claritypledge-claude-commands-awesome-pdf-skill-md/content/SKILL.md,2,0,1,28,2,1,54,0,4,17,4,mixed,20,0,8,8,15,15,66
random,smkun-32gamers-claude-skills-crafting-page-messaging-skill-md,crafting-page-messaging,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/smkun-32gamers-claude-skills-crafting-page-messaging-skill-md/content/SKILL.md,1,1,1,0,1,1,13,0,6,5,0,structured_template,10,10,8,8,0,15,51
random,sn005-recommend-scp-claude-skills-branch-skill-md,branch,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sn005-recommend-scp-claude-skills-branch-skill-md/content/SKILL.md,0,0,0,0,4,0,20,6,6,9,8,mixed,0,0,15,0,15,15,45
random,soborbo-claudeskills-design-tokens-skill-md,design-tokens,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/soborbo-claudeskills-design-tokens-skill-md/content/SKILL.md,0,0,0,1,0,0,19,0,13,3,0,structured_template,0,0,0,0,8,15,23
random,soki0909-soki0909-github-io-agent-skills-react-component-skill-md,react-component,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/soki0909-soki0909-github-io-agent-skills-react-component-skill-md/content/SKILL.md,0,0,0,7,0,0,11,0,0,7,3,mixed,0,0,0,0,15,15,30
random,sorawit-loyde-virtus-web-dev-agent-skills-brand-identity-skill-md,brand-identity,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sorawit-loyde-virtus-web-dev-agent-skills-brand-identity-skill-md/content/SKILL.md,0,1,0,0,0,0,5,0,0,0,0,natural_language,0,10,0,0,0,0,10
random,sorfeb-personal-web-claude-skills-reviewing-code-skill-md,reviewing-code,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sorfeb-personal-web-claude-skills-reviewing-code-skill-md/content/SKILL.md,1,1,0,5,8,0,12,0,34,4,0,structured_template,10,10,15,0,15,15,65
random,sori883-certification-proflie-claude-skills-strategic-compact-skill-md,strategic-compact,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sori883-certification-proflie-claude-skills-strategic-compact-skill-md/content/SKILL.md,0,0,0,0,0,0,7,7,9,1,0,structured_template,0,0,15,0,0,8,23
random,spallempati-ai-studio-skills-devops-devops-ci-cd-skill-md,devops-ci-cd,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/spallempati-ai-studio-skills-devops-devops-ci-cd-skill-md/content/SKILL.md,1,1,0,0,1,0,0,4,8,0,0,structured_template,10,10,15,0,0,0,35
random,spences10-scottspence-com-claude-skills-analytics-audit-skill-md,analytics-audit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/spences10-scottspence-com-claude-skills-analytics-audit-skill-md/content/SKILL.md,1,0,0,0,1,0,6,6,7,0,0,structured_template,10,0,15,0,0,0,25
random,spjoshis-claude-code-plugins-plugins-security-analyst-skills-security-assessment-skill-md,security-assessment,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/spjoshis-claude-code-plugins-plugins-security-analyst-skills-security-assessment-skill-md/content/SKILL.md,1,1,0,2,0,1,21,16,56,2,0,structured_template,10,10,15,0,15,15,65
random,sraloff-gravityboots-agent-skills-project-init-skill-md,project-initialization-bootstrap,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sraloff-gravityboots-agent-skills-project-init-skill-md/content/SKILL.md,0,1,0,1,4,5,6,7,17,1,0,structured_template,0,10,15,0,8,15,48
random,sreeram5678-india-market-sentinel-agent-skills-sentiment-auditor-skill-md,sentiment-auditor,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sreeram5678-india-market-sentinel-agent-skills-sentiment-auditor-skill-md/content/SKILL.md,0,0,0,0,1,0,4,4,6,0,0,structured_template,0,0,15,0,0,0,15
random,ss2608-dev-resilience-claude-skills-dev-seed-data-skill-md,seed-data,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ss2608-dev-resilience-claude-skills-dev-seed-data-skill-md/content/SKILL.md,2,0,2,3,0,0,14,6,4,6,1,mixed,20,0,15,15,15,15,80
random,starlitnightly-omicverse-claude-skills-bulk-stringdb-ppi-skill-md,string-protein-interaction-analysis-with-omicverse,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/starlitnightly-omicverse-claude-skills-bulk-stringdb-ppi-skill-md/content/SKILL.md,0,1,1,2,1,1,5,7,20,0,0,structured_template,0,10,15,8,15,8,56
random,stars-end-agent-skills-extended-lint-check-skill-md,lint-check,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/stars-end-agent-skills-extended-lint-check-skill-md/content/SKILL.md,3,2,2,0,4,4,39,8,46,18,0,mixed,20,20,15,15,0,15,85
random,starwreckntx-irp-methodologies-skills-antidote-threat-handler-skill-md,antidote-threat-handler,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/starwreckntx-irp-methodologies-skills-antidote-threat-handler-skill-md/content/SKILL.md,0,0,0,0,0,1,3,4,6,0,0,structured_template,0,0,15,0,0,8,23
random,starwreckntx-irp-methodologies-skills-recursive-thought-committee-skill-md,recursive-thought-committee,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/starwreckntx-irp-methodologies-skills-recursive-thought-committee-skill-md/content/SKILL.md,0,0,0,1,0,1,2,3,2,0,0,structured_template,0,0,15,0,8,8,31
random,staticwagomu-dotfiles-config-claude-skills-claudemd-optimizer-skill-md,claudemd-optimizer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/staticwagomu-dotfiles-config-claude-skills-claudemd-optimizer-skill-md/content/SKILL.md,1,0,0,0,2,0,0,0,0,0,0,natural_language,10,0,8,0,0,0,18
random,stefaniliev545-kapan-opencode-skill-skill-system-skill-md,skill-system,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/stefaniliev545-kapan-opencode-skill-skill-system-skill-md/content/SKILL.md,0,1,0,1,1,3,13,15,42,3,0,structured_template,0,10,15,0,8,15,48
random,steipete-agent-scripts-skills-video-transcript-downloader-skill-md,video-transcript-downloader,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/steipete-agent-scripts-skills-video-transcript-downloader-skill-md/content/SKILL.md,1,0,4,9,1,1,7,0,9,9,0,mixed,10,0,8,15,15,15,63
random,stpcoder-kakao-terminal-claude-skills-kakao-refresh-skill-md,kakao-refresh,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/stpcoder-kakao-terminal-claude-skills-kakao-refresh-skill-md/content/SKILL.md,0,0,0,0,0,0,4,0,6,1,0,natural_language,0,0,0,0,0,8,8
random,strategiert-seo-ops-magic-claude-skills-content-translator-skill-md,content-translator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/strategiert-seo-ops-magic-claude-skills-content-translator-skill-md/content/SKILL.md,1,0,0,4,3,0,18,11,19,7,0,mixed,10,0,15,0,15,15,55
random,strategiert-seo-ops-magic-claude-skills-social-post-creator-skill-md,social-post-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/strategiert-seo-ops-magic-claude-skills-social-post-creator-skill-md/content/SKILL.md,1,1,0,6,1,0,8,11,8,2,1,structured_template,10,10,15,0,15,15,65
random,straydragon-llman-claude-skills-openspec-continue-change-skill-md,openspec-continue-change,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/straydragon-llman-claude-skills-openspec-continue-change-skill-md/content/SKILL.md,1,0,0,1,3,0,0,4,36,3,0,structured_template,10,0,15,0,8,15,48
random,stuartf303-sorcha-claude-skills-scalar-skill-md,scalar,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/stuartf303-sorcha-claude-skills-scalar-skill-md/content/SKILL.md,1,0,0,2,0,2,14,3,10,4,0,mixed,10,0,15,0,15,15,55
random,stuartf303-vandaemon-claude-skills-mudblazor-skill-md,mudblazor,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/stuartf303-vandaemon-claude-skills-mudblazor-skill-md/content/SKILL.md,1,0,0,0,1,0,10,0,5,4,0,structured_template,10,0,8,0,0,15,33
random,studyzy-imewlconverter-claude-skills-openspec-new-change-skill-md,openspec-new-change,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/studyzy-imewlconverter-claude-skills-openspec-new-change-skill-md/content/SKILL.md,0,1,0,13,4,0,0,6,12,3,0,structured_template,0,10,15,0,15,15,55
random,sundial-org-awesome-openclaw-skills-skills-amap-skill-md,amap,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sundial-org-awesome-openclaw-skills-skills-amap-skill-md/content/SKILL.md,0,0,0,0,0,0,18,0,6,8,7,mixed,0,0,0,0,15,15,30
random,sundial-org-awesome-openclaw-skills-skills-granola-skill-md,granola,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sundial-org-awesome-openclaw-skills-skills-granola-skill-md/content/SKILL.md,0,0,0,0,1,0,5,3,4,8,2,mixed,0,0,15,0,15,15,45
random,sundial-org-awesome-openclaw-skills-skills-komodo-skill-md,komodo,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sundial-org-awesome-openclaw-skills-skills-komodo-skill-md/content/SKILL.md,2,0,0,0,0,1,15,0,10,2,6,structured_template,20,0,0,0,15,15,50
random,sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md,people-memories,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md/content/SKILL.md,1,2,0,3,3,0,8,4,16,2,0,structured_template,10,20,15,0,15,15,75
